Country,Code,Date,Vax_Rate,Index,Region,Income_group
Poland,POL,2021-10,103.27,156,Europe & Central Asia,High income
Cape Verde,CPV,2021-10,89.77,43,Sub-Saharan Africa,Lower middle income
Belize,BLZ,2021-10,85.07,23,Latin America & Caribbean,Lower middle income
Albania,ALB,2021-10,66.02,3,Europe & Central Asia,Upper middle income
Faeroe Islands,FRO,2021-10,157.54,65,Europe & Central Asia,High income
Taiwan,TWN,2021-10,102.62,199,East Asia & Pacific,High income
Norway,NOR,2021-10,147.66,145,Europe & Central Asia,High income
Panama,PAN,2021-10,131.03,151,Latin America & Caribbean,Upper middle income
South Africa,ZAF,2021-10,37.28,215,Sub-Saharan Africa,Upper middle income
Botswana,BWA,2021-10,36.83,30,Sub-Saharan Africa,Upper middle income
Kazakhstan,KAZ,2021-10,83.09,99,Europe & Central Asia,Upper middle income
Moldova,MDA,2021-10,37.73,122,Europe & Central Asia,Upper middle income
Guatemala,GTM,2021-10,47.1,79,Latin America & Caribbean,Upper middle income
Indonesia,IDN,2021-10,69.97,87,East Asia & Pacific,Lower middle income
Italy,ITA,2021-10,149.12,95,Europe & Central Asia,High income
Haiti,HTI,2021-10,1.07,85,Latin America & Caribbean,Lower middle income
Vanuatu,VUT,2021-10,30.7,211,East Asia & Pacific,Lower middle income
Czechia,CZE,2021-10,114.58,49,Europe & Central Asia,High income
Maldives,MDV,2021-10,138.31,124,South Asia,Upper middle income
Uruguay,URY,2021-10,190.98,203,Latin America & Caribbean,High income
Liechtenstein,LIE,2021-10,127.43,112,Europe & Central Asia,High income
Lithuania,LTU,2021-10,126.27,115,Europe & Central Asia,High income
Sint Maarten (Dutch part),SXM,2021-10,116.7,184,Latin America & Caribbean,High income
Togo,TGO,2021-10,16.22,189,Sub-Saharan Africa,Low income
Myanmar,MMR,2021-10,37.04,130,East Asia & Pacific,Lower middle income
Greece,GRC,2021-10,124.32,76,Europe & Central Asia,High income
Belgium,BEL,2021-10,151.57,14,Europe & Central Asia,High income
Eswatini,SWZ,2021-10,23.4,183,Sub-Saharan Africa,Lower middle income
Estonia,EST,2021-10,111.47,60,Europe & Central Asia,High income
Niger,NER,2021-10,3.2,141,Sub-Saharan Africa,Low income
Mali,MLI,2021-10,2.8,128,Sub-Saharan Africa,Low income
India,IND,2021-10,76.26,89,South Asia,Lower middle income
Argentina,ARG,2021-10,134.91,6,Latin America & Caribbean,Upper middle income
Iceland,ISL,2021-10,153.96,93,Europe & Central Asia,High income
Azerbaijan,AZE,2021-10,94.08,12,Europe & Central Asia,Upper middle income
Kyrgyzstan,KGZ,2021-10,26.27,101,Europe & Central Asia,Lower middle income
Honduras,HND,2021-10,68.12,83,Latin America & Caribbean,Lower middle income
Bahamas,BHS,2021-10,61.53,20,Latin America & Caribbean,High income
Guinea,GIN,2021-10,16.65,72,Sub-Saharan Africa,Low income
Slovenia,SVN,2021-10,106.5,181,Europe & Central Asia,High income
Congo,COG,2021-10,7.05,40,Sub-Saharan Africa,Lower middle income
Luxembourg,LUX,2021-10,131.03,116,Europe & Central Asia,High income
Cuba,CUB,2021-10,227.72,45,Latin America & Caribbean,Upper middle income
Fiji,FJI,2021-10,129.15,63,East Asia & Pacific,Upper middle income
United States,USA,2021-10,129.53,204,North America,High income
Djibouti,DJI,2021-10,6,51,Middle East & North Africa,Lower middle income
Curacao,CUW,2021-10,117.23,46,Latin America & Caribbean,High income
New Zealand,NZL,2021-10,133.71,148,East Asia & Pacific,High income
Switzerland,CHE,2021-10,127.49,33,Europe & Central Asia,High income
New Caledonia,NCL,2021-10,108.43,140,East Asia & Pacific,High income
Thailand,THA,2021-10,106.78,190,East Asia & Pacific,Upper middle income
Finland,FIN,2021-10,148.02,62,Europe & Central Asia,High income
Liberia,LBR,2021-10,8.46,109,Sub-Saharan Africa,Low income
Solomon Islands,SLB,2021-10,21.71,171,East Asia & Pacific,Lower middle income
Dominican Republic,DOM,2021-10,121.18,54,Latin America & Caribbean,Upper middle income
Jamaica,JAM,2021-10,30.94,96,Latin America & Caribbean,Upper middle income
Lesotho,LSO,2021-10,17.75,114,Sub-Saharan Africa,Lower middle income
Malaysia,MYS,2021-10,154.36,138,East Asia & Pacific,Upper middle income
Grenada,GRD,2021-10,61.6,77,Latin America & Caribbean,Upper middle income
Saint Vincent and the Grenadines,VCT,2021-10,38.19,206,Latin America & Caribbean,Upper middle income
Saint Kitts and Nevis,KNA,2021-10,93.75,104,Latin America & Caribbean,High income
Barbados,BRB,2021-10,95.62,27,Latin America & Caribbean,High income
Mongolia,MNG,2021-10,131.99,132,East Asia & Pacific,Lower middle income
Gibraltar,GIB,2021-10,264.37,71,Europe & Central Asia,High income
Croatia,HRV,2021-10,88.6,84,Europe & Central Asia,High income
Philippines,PHL,2021-10,52.42,153,East Asia & Pacific,Lower middle income
Uzbekistan,UZB,2021-10,76.71,205,Europe & Central Asia,Lower middle income
Netherlands,NLD,2021-10,139.6,144,Europe & Central Asia,High income
Denmark,DNK,2021-10,156.62,53,Europe & Central Asia,High income
Austria,AUT,2021-10,129.1,11,Europe & Central Asia,High income
El Salvador,SLV,2021-10,130.65,173,Latin America & Caribbean,Lower middle income
Kiribati,KIR,2021-10,42.37,103,East Asia & Pacific,Lower middle income
Mexico,MEX,2021-10,96.8,125,Latin America & Caribbean,Upper middle income
Australia,AUS,2021-10,137.72,10,East Asia & Pacific,High income
Antigua and Barbuda,ATG,2021-10,107.76,9,Latin America & Caribbean,High income
Sierra Leone,SLE,2021-10,4.87,172,Sub-Saharan Africa,Low income
Ireland,IRL,2021-10,152.66,90,Europe & Central Asia,High income
Belarus,BLR,2021-10,47.36,22,Europe & Central Asia,Upper middle income
Macao,MAC,2021-10,114.14,118,East Asia & Pacific,High income
Sri Lanka,LKA,2021-10,132.95,113,South Asia,Lower middle income
Andorra,AND,2021-10,132.76,4,Europe & Central Asia,High income
Bosnia and Herzegovina,BIH,2021-10,45.34,21,Europe & Central Asia,Upper middle income
Bhutan,BTN,2021-10,147.22,29,South Asia,Lower middle income
Nigeria,NGA,2021-10,4.15,142,Sub-Saharan Africa,Lower middle income
Germany,DEU,2021-10,133.73,50,Europe & Central Asia,High income
Venezuela,VEN,2021-10,56.18,207,Latin America & Caribbean,
South Korea,KOR,2021-10,153.47,105,East Asia & Pacific,High income
Kenya,KEN,2021-10,9.68,100,Sub-Saharan Africa,Lower middle income
Gabon,GAB,2021-10,9.55,67,Sub-Saharan Africa,Upper middle income
Greenland,GRL,2021-10,135.69,78,Europe & Central Asia,High income
Trinidad and Tobago,TTO,2021-10,87.29,195,Latin America & Caribbean,High income
Dominica,DMA,2021-10,72.81,52,Latin America & Caribbean,Upper middle income
Tanzania,TZA,2021-10,1.63,200,Sub-Saharan Africa,Lower middle income
Paraguay,PRY,2021-10,71.54,160,Latin America & Caribbean,Upper middle income
Mauritania,MRT,2021-10,32.59,135,Sub-Saharan Africa,Lower middle income
Libya,LBY,2021-10,28.57,110,Middle East & North Africa,Upper middle income
Monaco,MCO,2021-10,124.65,121,Europe & Central Asia,High income
Cayman Islands,CYM,2021-10,166.96,47,Latin America & Caribbean,High income
Somalia,SOM,2021-10,4.08,175,Sub-Saharan Africa,Low income
Isle of Man,IMN,2021-10,154.91,88,Europe & Central Asia,High income
Cyprus,CYP,2021-10,135.32,48,Europe & Central Asia,High income
Saudi Arabia,SAU,2021-10,129.15,167,Middle East & North Africa,High income
Tunisia,TUN,2021-10,77.53,196,Middle East & North Africa,Lower middle income
Bahrain,BHR,2021-10,158.23,19,Middle East & North Africa,High income
Egypt,EGY,2021-10,26.68,57,Middle East & North Africa,Lower middle income
Turkey,TUR,2021-10,136.65,197,Europe & Central Asia,Upper middle income
Bolivia,BOL,2021-10,65.95,25,Latin America & Caribbean,Lower middle income
Senegal,SEN,2021-10,10.64,169,Sub-Saharan Africa,Lower middle income
Afghanistan,AFG,2021-10,5.95,1,South Asia,Low income
Sao Tome and Principe,STP,2021-10,48.73,178,Sub-Saharan Africa,Lower middle income
France,FRA,2021-10,148.08,64,Europe & Central Asia,High income
Bulgaria,BGR,2021-10,41.4,18,Europe & Central Asia,Upper middle income
Sweden,SWE,2021-10,142.3,182,Europe & Central Asia,High income
Turkmenistan,TKM,2021-10,123.91,192,Europe & Central Asia,Upper middle income
Mozambique,MOZ,2021-10,18.25,134,Sub-Saharan Africa,Low income
Slovakia,SVK,2021-10,91.94,180,Europe & Central Asia,High income
Cambodia,KHM,2021-10,162.77,102,East Asia & Pacific,Lower middle income
Qatar,QAT,2021-10,164.89,163,Middle East & North Africa,High income
Burundi,BDI,2021-10,0,13,Sub-Saharan Africa,Low income
Namibia,NAM,2021-10,22.19,139,Sub-Saharan Africa,Upper middle income
Ghana,GHA,2021-10,9.39,70,Sub-Saharan Africa,Lower middle income
Gambia,GMB,2021-10,10.68,73,Sub-Saharan Africa,Low income
Tajikistan,TJK,2021-10,48.61,191,Europe & Central Asia,Lower middle income
Malawi,MWI,2021-10,6.29,137,Sub-Saharan Africa,Low income
Madagascar,MDG,2021-10,1.99,123,Sub-Saharan Africa,Low income
Hong Kong,HKG,2021-10,119.74,82,East Asia & Pacific,High income
Peru,PER,2021-10,105.77,152,Latin America & Caribbean,Upper middle income
Israel,ISR,2021-10,172.02,94,Middle East & North Africa,High income
Malta,MLT,2021-10,170.49,129,Middle East & North Africa,High income
Saint Lucia,LCA,2021-10,47.19,111,Latin America & Caribbean,Upper middle income
Democratic Republic of Congo,COD,2021-10,0.16,39,Sub-Saharan Africa,Low income
Oman,OMN,2021-10,108.74,149,Middle East & North Africa,High income
Serbia,SRB,2021-10,103.12,176,Europe & Central Asia,Upper middle income
Uganda,UGA,2021-10,6.94,201,Sub-Saharan Africa,Low income
Seychelles,SYC,2021-10,168.36,185,Sub-Saharan Africa,High income
Jordan,JOR,2021-10,72.81,97,Middle East & North Africa,Upper middle income
Turks and Caicos Islands,TCA,2021-10,138.73,187,Latin America & Caribbean,High income
Ukraine,UKR,2021-10,40.71,202,Europe & Central Asia,Lower middle income
Samoa,WSM,2021-10,97,212,East Asia & Pacific,Lower middle income
South Sudan,SSD,2021-10,1.14,177,Sub-Saharan Africa,Low income
Nepal,NPL,2021-10,50.71,146,South Asia,Lower middle income
Angola,AGO,2021-10,18.17,2,Sub-Saharan Africa,Lower middle income
Palestine,PSE,2021-10,44.07,161,Middle East & North Africa,Lower middle income
Guyana,GUY,2021-10,77.89,81,Latin America & Caribbean,Upper middle income
Cote d'Ivoire,CIV,2021-10,11.62,37,Sub-Saharan Africa,Lower middle income
Iraq,IRQ,2021-10,21.79,92,Middle East & North Africa,Upper middle income
Chad,TCD,2021-10,1.33,188,Sub-Saharan Africa,Low income
Lebanon,LBN,2021-10,47.96,108,Middle East & North Africa,Upper middle income
Chile,CHL,2021-10,192.28,35,Latin America & Caribbean,High income
San Marino,SMR,2021-10,139.09,174,Europe & Central Asia,High income
Zambia,ZMB,2021-10,4.61,216,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2021-10,182.77,170,East Asia & Pacific,High income
Sudan,SDN,2021-10,3.7,168,Sub-Saharan Africa,Low income
Morocco,MAR,2021-10,127.55,120,Middle East & North Africa,Lower middle income
Brazil,BRA,2021-10,130.69,26,Latin America & Caribbean,Upper middle income
Equatorial Guinea,GNQ,2021-10,29.77,75,Sub-Saharan Africa,Upper middle income
Burkina Faso,BFA,2021-10,1.77,16,Sub-Saharan Africa,Low income
United Arab Emirates,ARE,2021-10,210.94,5,Middle East & North Africa,High income
Tuvalu,TUV,2021-10,101.58,198,East Asia & Pacific,Upper middle income
Armenia,ARM,2021-10,28.03,7,Europe & Central Asia,Upper middle income
Romania,ROU,2021-10,65.93,164,Europe & Central Asia,Upper middle income
Algeria,DZA,2021-10,25.06,55,Middle East & North Africa,Lower middle income
Papua New Guinea,PNG,2021-10,2.14,155,East Asia & Pacific,Lower middle income
Georgia,GEO,2021-10,48.27,69,Europe & Central Asia,Upper middle income
Yemen,YEM,2021-10,1.51,214,Middle East & North Africa,Low income
Ethiopia,ETH,2021-10,4.05,61,Sub-Saharan Africa,Low income
United Kingdom,GBR,2021-10,152.21,68,Europe & Central Asia,High income
Canada,CAN,2021-10,154.06,32,North America,High income
Rwanda,RWA,2021-10,40.63,166,Sub-Saharan Africa,Low income
Vietnam,VNM,2021-10,82.89,210,East Asia & Pacific,Lower middle income
Colombia,COL,2021-10,92.24,41,Latin America & Caribbean,Upper middle income
Equatorial Guinea,GNQ,2021-11,30.69,75,Sub-Saharan Africa,Upper middle income
Sri Lanka,LKA,2021-11,138.04,113,South Asia,Lower middle income
Israel,ISR,2021-11,174.84,94,Middle East & North Africa,High income
Curacao,CUW,2021-11,120.07,46,Latin America & Caribbean,High income
Colombia,COL,2021-11,112.2,41,Latin America & Caribbean,Upper middle income
China,CHN,2021-11,173.09,36,East Asia & Pacific,Upper middle income
Taiwan,TWN,2021-11,131.02,199,East Asia & Pacific,High income
Dominican Republic,DOM,2021-11,125.97,54,Latin America & Caribbean,Upper middle income
Denmark,DNK,2021-11,167.67,53,Europe & Central Asia,High income
Ecuador,ECU,2021-11,140.28,56,Latin America & Caribbean,Upper middle income
Malaysia,MYS,2021-11,163.73,138,East Asia & Pacific,Upper middle income
El Salvador,SLV,2021-11,140.83,173,Latin America & Caribbean,Lower middle income
Latvia,LVA,2021-11,121.81,117,Europe & Central Asia,High income
Estonia,EST,2021-11,124.77,60,Europe & Central Asia,High income
Haiti,HTI,2021-11,1.37,85,Latin America & Caribbean,Lower middle income
Lebanon,LBN,2021-11,53.2,108,Middle East & North Africa,Upper middle income
Canada,CAN,2021-11,159.47,32,North America,High income
Czechia,CZE,2021-11,126.38,49,Europe & Central Asia,High income
Finland,FIN,2021-11,152.92,62,Europe & Central Asia,High income
Albania,ALB,2021-11,72.99,3,Europe & Central Asia,Upper middle income
United Arab Emirates,ARE,2021-11,218.65,5,Middle East & North Africa,High income
Kenya,KEN,2021-11,13.05,100,Sub-Saharan Africa,Lower middle income
Cape Verde,CPV,2021-11,96.09,43,Sub-Saharan Africa,Lower middle income
Croatia,HRV,2021-11,101.77,84,Europe & Central Asia,High income
Algeria,DZA,2021-11,27.55,55,Middle East & North Africa,Lower middle income
Benin,BEN,2021-11,3.08,15,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2021-11,289.69,71,Europe & Central Asia,High income
Samoa,WSM,2021-11,124.28,212,East Asia & Pacific,Lower middle income
Bermuda,BMU,2021-11,163.21,24,North America,High income
Chile,CHL,2021-11,213.74,35,Latin America & Caribbean,High income
Gabon,GAB,2021-11,12.2,67,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2021-11,169.41,68,Europe & Central Asia,High income
Isle of Man,IMN,2021-11,155.86,88,Europe & Central Asia,High income
Kyrgyzstan,KGZ,2021-11,30.5,101,Europe & Central Asia,Lower middle income
Bolivia,BOL,2021-11,72.44,25,Latin America & Caribbean,Lower middle income
Malta,MLT,2021-11,185.3,129,Middle East & North Africa,High income
Sint Maarten (Dutch part),SXM,2021-11,119.06,184,Latin America & Caribbean,High income
Seychelles,SYC,2021-11,181.44,185,Sub-Saharan Africa,High income
Fiji,FJI,2021-11,134.37,63,East Asia & Pacific,Upper middle income
Dominica,DMA,2021-11,76.93,52,Latin America & Caribbean,Upper middle income
Portugal,PRT,2021-11,172.25,159,Europe & Central Asia,High income
Ireland,IRL,2021-11,167.74,90,Europe & Central Asia,High income
Jamaica,JAM,2021-11,37.29,96,Latin America & Caribbean,Upper middle income
Cuba,CUB,2021-11,251.69,45,Latin America & Caribbean,Upper middle income
Burundi,BDI,2021-11,0.02,13,Sub-Saharan Africa,Low income
Tajikistan,TJK,2021-11,57.22,191,Europe & Central Asia,Lower middle income
Italy,ITA,2021-11,159.46,95,Europe & Central Asia,High income
Tanzania,TZA,2021-11,2.17,200,Sub-Saharan Africa,Lower middle income
Nepal,NPL,2021-11,61.73,146,South Asia,Lower middle income
Central African Republic,CAF,2021-11,8.58,31,Sub-Saharan Africa,Low income
Democratic Republic of Congo,COD,2021-11,0.2,39,Sub-Saharan Africa,Low income
Singapore,SGP,2021-11,195.96,170,East Asia & Pacific,High income
Ukraine,UKR,2021-11,56.4,202,Europe & Central Asia,Lower middle income
Cote d'Ivoire,CIV,2021-11,14.22,37,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2021-11,90.01,143,Latin America & Caribbean,Lower middle income
Suriname,SUR,2021-11,80.34,179,Latin America & Caribbean,Upper middle income
Russia,RUS,2021-11,86.91,165,Europe & Central Asia,Upper middle income
Costa Rica,CRI,2021-11,138.9,44,Latin America & Caribbean,Upper middle income
Spain,ESP,2021-11,164.04,59,Europe & Central Asia,High income
Norway,NOR,2021-11,159.23,145,Europe & Central Asia,High income
Slovenia,SVN,2021-11,121.93,181,Europe & Central Asia,High income
Saint Kitts and Nevis,KNA,2021-11,97.83,104,Latin America & Caribbean,High income
Maldives,MDV,2021-11,141.57,124,South Asia,Upper middle income
Honduras,HND,2021-11,78.67,83,Latin America & Caribbean,Lower middle income
Belgium,BEL,2021-11,161.93,14,Europe & Central Asia,High income
Mali,MLI,2021-11,4.06,128,Sub-Saharan Africa,Low income
Azerbaijan,AZE,2021-11,102.98,12,Europe & Central Asia,Upper middle income
Togo,TGO,2021-11,19.64,189,Sub-Saharan Africa,Low income
Congo,COG,2021-11,10.46,40,Sub-Saharan Africa,Lower middle income
Yemen,YEM,2021-11,1.79,214,Middle East & North Africa,Low income
Panama,PAN,2021-11,136.6,151,Latin America & Caribbean,Upper middle income
Romania,ROU,2021-11,77.95,164,Europe & Central Asia,Upper middle income
Gambia,GMB,2021-11,10.76,73,Sub-Saharan Africa,Low income
France,FRA,2021-11,157.83,64,Europe & Central Asia,High income
Burkina Faso,BFA,2021-11,3.08,16,Sub-Saharan Africa,Low income
Sierra Leone,SLE,2021-11,9.15,172,Sub-Saharan Africa,Low income
San Marino,SMR,2021-11,140.58,174,Europe & Central Asia,High income
Papua New Guinea,PNG,2021-11,5.12,155,East Asia & Pacific,Lower middle income
Georgia,GEO,2021-11,54.16,69,Europe & Central Asia,Upper middle income
Palestine,PSE,2021-11,59.76,161,Middle East & North Africa,Lower middle income
Serbia,SRB,2021-11,114.64,176,Europe & Central Asia,Upper middle income
Qatar,QAT,2021-11,169.93,163,Middle East & North Africa,High income
Germany,DEU,2021-11,146.8,50,Europe & Central Asia,High income
Libya,LBY,2021-11,32.93,110,Middle East & North Africa,Upper middle income
Senegal,SEN,2021-11,11.07,169,Sub-Saharan Africa,Lower middle income
Saudi Arabia,SAU,2021-11,134.25,167,Middle East & North Africa,High income
Afghanistan,AFG,2021-11,10.09,1,South Asia,Low income
Cameroon,CMR,2021-11,3.39,38,Sub-Saharan Africa,Lower middle income
Belarus,BLR,2021-11,67.05,22,Europe & Central Asia,Upper middle income
Kiribati,KIR,2021-11,67.69,103,East Asia & Pacific,Lower middle income
Macao,MAC,2021-11,139.58,118,East Asia & Pacific,High income
Andorra,AND,2021-11,132.76,4,Europe & Central Asia,High income
Vietnam,VNM,2021-11,122.89,210,East Asia & Pacific,Lower middle income
Cayman Islands,CYM,2021-11,182.08,47,Latin America & Caribbean,High income
Zimbabwe,ZWE,2021-11,43.81,217,Sub-Saharan Africa,Lower middle income
Niger,NER,2021-11,3.83,141,Sub-Saharan Africa,Low income
Ghana,GHA,2021-11,10.61,70,Sub-Saharan Africa,Lower middle income
Armenia,ARM,2021-11,37.43,7,Europe & Central Asia,Upper middle income
Oman,OMN,2021-11,113.62,149,Middle East & North Africa,High income
Malawi,MWI,2021-11,7.16,137,Sub-Saharan Africa,Low income
South Sudan,SSD,2021-11,1.92,177,Sub-Saharan Africa,Low income
Myanmar,MMR,2021-11,51.27,130,East Asia & Pacific,Lower middle income
Pakistan,PAK,2021-11,54.63,150,South Asia,Lower middle income
South Africa,ZAF,2021-11,42.38,215,Sub-Saharan Africa,Upper middle income
Moldova,MDA,2021-11,40.24,122,Europe & Central Asia,Upper middle income
Tonga,TON,2021-11,110.7,194,East Asia & Pacific,Upper middle income
New Zealand,NZL,2021-11,147.93,148,East Asia & Pacific,High income
Bahamas,BHS,2021-11,70.59,20,Latin America & Caribbean,High income
Guinea,GIN,2021-11,18.21,72,Sub-Saharan Africa,Low income
Iceland,ISL,2021-11,175.87,93,Europe & Central Asia,High income
Argentina,ARG,2021-11,152.48,6,Latin America & Caribbean,Upper middle income
Lesotho,LSO,2021-11,28.61,114,Sub-Saharan Africa,Lower middle income
Timor,TLS,2021-11,82.76,193,East Asia & Pacific,Lower middle income
Hungary,HUN,2021-11,148.25,86,Europe & Central Asia,High income
Philippines,PHL,2021-11,77.82,153,East Asia & Pacific,Lower middle income
Australia,AUS,2021-11,151.97,10,East Asia & Pacific,High income
North Macedonia,MKD,2021-11,81.36,127,Europe & Central Asia,Upper middle income
Netherlands,NLD,2021-11,143.99,144,Europe & Central Asia,High income
Mozambique,MOZ,2021-11,31.55,134,Sub-Saharan Africa,Low income
New Caledonia,NCL,2021-11,121.56,140,East Asia & Pacific,High income
Faeroe Islands,FRO,2021-11,159.17,65,Europe & Central Asia,High income
Saint Vincent and the Grenadines,VCT,2021-11,48.95,206,Latin America & Caribbean,Upper middle income
Brunei,BRN,2021-11,169.41,28,East Asia & Pacific,High income
Montenegro,MNE,2021-11,84.17,131,Europe & Central Asia,Upper middle income
Iraq,IRQ,2021-11,29.79,92,Middle East & North Africa,Upper middle income
Botswana,BWA,2021-11,42.91,30,Sub-Saharan Africa,Upper middle income
Peru,PER,2021-11,128.82,152,Latin America & Caribbean,Upper middle income
Madagascar,MDG,2021-11,2.41,123,Sub-Saharan Africa,Low income
Nigeria,NGA,2021-11,4.56,142,Sub-Saharan Africa,Lower middle income
Slovakia,SVK,2021-11,100.25,180,Europe & Central Asia,High income
Bahrain,BHR,2021-11,167.49,19,Middle East & North Africa,High income
Namibia,NAM,2021-11,23.74,139,Sub-Saharan Africa,Upper middle income
Greenland,GRL,2021-11,136.07,78,Europe & Central Asia,High income
Morocco,MAR,2021-11,130.63,120,Middle East & North Africa,Lower middle income
Sao Tome and Principe,STP,2021-11,54.33,178,Sub-Saharan Africa,Lower middle income
Saint Lucia,LCA,2021-11,54.57,111,Latin America & Caribbean,Upper middle income
Cyprus,CYP,2021-11,144.91,48,Europe & Central Asia,High income
Tunisia,TUN,2021-11,88.48,196,Middle East & North Africa,Lower middle income
Uzbekistan,UZB,2021-11,99.22,205,Europe & Central Asia,Lower middle income
South Korea,KOR,2021-11,166.38,105,East Asia & Pacific,High income
Bulgaria,BGR,2021-11,48.29,18,Europe & Central Asia,Upper middle income
Mauritania,MRT,2021-11,36.14,135,Sub-Saharan Africa,Lower middle income
Angola,AGO,2021-11,25.93,2,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2021-11,25.02,183,Sub-Saharan Africa,Lower middle income
Jordan,JOR,2021-11,76.78,97,Middle East & North Africa,Upper middle income
Lithuania,LTU,2021-11,137.17,115,Europe & Central Asia,High income
Uganda,UGA,2021-11,8.27,201,Sub-Saharan Africa,Low income
Greece,GRC,2021-11,139.15,76,Europe & Central Asia,High income
Guyana,GUY,2021-11,85.87,81,Latin America & Caribbean,Upper middle income
Turks and Caicos Islands,TCA,2021-11,143.64,187,Latin America & Caribbean,High income
Chad,TCD,2021-11,1.48,188,Sub-Saharan Africa,Low income
India,IND,2021-11,88.78,89,South Asia,Lower middle income
Iran,IRN,2021-11,123.23,91,Middle East & North Africa,Lower middle income
Uruguay,URY,2021-11,195.07,203,Latin America & Caribbean,High income
Rwanda,RWA,2021-11,52.55,166,Sub-Saharan Africa,Low income
Ethiopia,ETH,2021-11,7.65,61,Sub-Saharan Africa,Low income
Vanuatu,VUT,2021-11,41.21,211,East Asia & Pacific,Lower middle income
Zambia,ZMB,2021-11,5.74,216,Sub-Saharan Africa,Lower middle income
Mexico,MEX,2021-11,101.66,125,Latin America & Caribbean,Upper middle income
British Virgin Islands,VGB,2021-11,114.75,208,Latin America & Caribbean,High income
Guatemala,GTM,2021-11,54.8,79,Latin America & Caribbean,Upper middle income
Mauritius,MUS,2021-11,147.25,136,Sub-Saharan Africa,Upper middle income
Guinea-Bissau,GNB,2021-11,18.11,74,Sub-Saharan Africa,Low income
Luxembourg,LUX,2021-11,144.04,116,Europe & Central Asia,High income
Syria,SYR,2021-11,7.74,186,Middle East & North Africa,Low income
Solomon Islands,SLB,2021-11,27.53,171,East Asia & Pacific,Lower middle income
Comoros,COM,2021-11,53.62,42,Sub-Saharan Africa,Lower middle income
Kazakhstan,KAZ,2021-11,88.38,99,Europe & Central Asia,Upper middle income
Liberia,LBR,2021-11,11.38,109,Sub-Saharan Africa,Low income
Poland,POL,2021-11,110.26,156,Europe & Central Asia,High income
Grenada,GRD,2021-11,66.1,77,Latin America & Caribbean,Upper middle income
Belize,BLZ,2021-11,99.66,23,Latin America & Caribbean,Lower middle income
Thailand,THA,2021-11,132.04,190,East Asia & Pacific,Upper middle income
Mongolia,MNG,2021-11,132.45,132,East Asia & Pacific,Lower middle income
Bangladesh,BGD,2021-11,57.55,17,South Asia,Lower middle income
Liechtenstein,LIE,2021-11,133.43,112,Europe & Central Asia,High income
Hong Kong,HKG,2021-11,124.94,82,East Asia & Pacific,High income
Turkey,TUR,2021-11,141.56,197,Europe & Central Asia,Upper middle income
Sudan,SDN,2021-11,3.7,168,Sub-Saharan Africa,Low income
Austria,AUT,2021-11,145.09,11,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2021-11,118.58,9,Latin America & Caribbean,High income
Paraguay,PRY,2021-11,83.94,160,Latin America & Caribbean,Upper middle income
Trinidad and Tobago,TTO,2021-11,93.56,195,Latin America & Caribbean,High income
Sweden,SWE,2021-11,156.85,182,Europe & Central Asia,High income
Cambodia,KHM,2021-11,169.45,102,East Asia & Pacific,Lower middle income
Indonesia,IDN,2021-11,84.98,87,East Asia & Pacific,Lower middle income
Switzerland,CHE,2021-11,137.27,33,Europe & Central Asia,High income
Egypt,EGY,2021-11,38.28,57,Middle East & North Africa,Lower middle income
Bosnia and Herzegovina,BIH,2021-11,47.61,21,Europe & Central Asia,Upper middle income
Bhutan,BTN,2021-11,147.88,29,South Asia,Lower middle income
Venezuela,VEN,2021-11,91.67,207,Latin America & Caribbean,
Barbados,BRB,2021-11,100.91,27,Latin America & Caribbean,High income
United States,USA,2021-11,141.52,204,North America,High income
Japan,JPN,2021-11,156.5,98,East Asia & Pacific,High income
Brazil,BRA,2021-11,144.62,26,Latin America & Caribbean,Upper middle income
Tuvalu,TUV,2021-11,101.58,198,East Asia & Pacific,Upper middle income
Somalia,SOM,2021-11,4.23,175,Sub-Saharan Africa,Low income
Laos,LAO,2021-11,79,107,East Asia & Pacific,Lower middle income
French Polynesia,PYF,2021-11,111.34,162,East Asia & Pacific,High income
Kuwait,KWT,2021-11,151.98,106,Middle East & North Africa,High income
Madagascar,MDG,2021-12,2.61,123,Sub-Saharan Africa,Low income
South Africa,ZAF,2021-12,46.47,215,Sub-Saharan Africa,Upper middle income
Cuba,CUB,2021-12,272.8,45,Latin America & Caribbean,Upper middle income
Australia,AUS,2021-12,165.12,10,East Asia & Pacific,High income
Barbados,BRB,2021-12,104.14,27,Latin America & Caribbean,High income
Philippines,PHL,2021-12,96.61,153,East Asia & Pacific,Lower middle income
Slovakia,SVK,2021-12,116.1,180,Europe & Central Asia,High income
Central African Republic,CAF,2021-12,8.88,31,Sub-Saharan Africa,Low income
Grenada,GRD,2021-12,69.44,77,Latin America & Caribbean,Upper middle income
Mongolia,MNG,2021-12,160.41,132,East Asia & Pacific,Lower middle income
Argentina,ARG,2021-12,171.29,6,Latin America & Caribbean,Upper middle income
Moldova,MDA,2021-12,44.15,122,Europe & Central Asia,Upper middle income
